#Episode	Reward
0	-10.28	0.0	-10.0
1	-10.21	0.0	-10.0
2	-10.31	0.0	-10.0
3	-10.21	0.0	-10.0
4	-10.26	0.0	-10.0
5	-9.41	2.0	-10.0
6	-10.3	0.0	-10.0
7	-10.24	0.0	-10.0
8	-10.28	0.0	-10.0
9	-10.36	0.0	-10.0
10	-10.15	0.0	-10.0
11	-10.18	0.0	-10.0
12	-10.2	0.0	-10.0
13	-10.25	0.0	-10.0
14	-10.2	0.0	-10.0
15	-10.32	0.0	-10.0
16	107.64	9.0	0.0
17	-10.19	0.0	-10.0
18	-10.15	0.0	-10.0
19	-10.22	0.0	-10.0
20	-10.26	0.0	-10.0
21	-10.16	0.0	-10.0
22	109.64	10.0	1.0
23	-10.16	0.0	-10.0
24	-11.28	0.0	-10.0
25	-10.25	0.0	-10.0
26	-10.27	0.0	-10.0
27	-10.16	0.0	-10.0
28	-10.19	0.0	-10.0
29	-10.28	0.0	-10.0
30	108.63	9.0	1.0
31	-10.18	0.0	-10.0
32	-10.16	0.0	-10.0
33	-10.16	0.0	-10.0
34	-2.09	8.0	-9.0
35	-6.01	5.0	-10.0
36	107.67	8.0	1.0
37	-10.03	1.0	-10.0
38	-10.16	0.0	-10.0
39	-10.16	0.0	-10.0
40	-10.21	0.0	-10.0
41	-10.27	0.0	-10.0
42	-10.15	0.0	-10.0
43	109.72	10.0	1.0
44	-10.17	0.0	-10.0
45	-10.18	0.0	-10.0
46	-10.23	0.0	-10.0
47	-11.18	0.0	-10.0
48	-10.24	0.0	-10.0
49	-10.26	0.0	-10.0
50	-10.24	0.0	-10.0
51	-10.3	0.0	-10.0
52	-10.18	0.0	-10.0
53	-10.15	0.0	-10.0
54	-3.0700000000000003	8.0	-10.0
55	-10.16	0.0	-10.0
56	-10.22	0.0	-10.0
57	-10.18	0.0	-10.0
58	-10.22	0.0	-10.0
59	-10.19	0.0	-10.0
60	-4.12	6.0	-9.0
61	109.7	9.0	2.0
62	102.87	3.0	1.0
63	-10.18	0.0	-10.0
64	-2.95	6.0	-8.0
65	-10.19	0.0	-10.0
66	-10.27	0.0	-10.0
67	-10.18	0.0	-10.0
68	-10.19	0.0	-10.0
69	-10.27	0.0	-10.0
70	-10.17	0.0	-10.0
71	-10.19	0.0	-10.0
72	-1.0899999999999999	10.0	-10.0
73	-8.15	3.0	-10.0
74	-10.16	0.0	-10.0
75	-3.1099999999999994	7.0	-9.0
76	-10.16	0.0	-10.0
77	-10.16	0.0	-10.0
78	109.52	10.0	1.0
79	-10.17	0.0	-10.0
80	-10.2	0.0	-10.0
81	-10.22	0.0	-10.0
82	-10.24	0.0	-10.0
83	-10.19	0.0	-10.0
84	-10.23	0.0	-10.0
85	-10.23	0.0	-10.0
86	108.42	9.0	1.0
87	-1.9299999999999997	7.0	-8.0
88	108.86	10.0	0.0
89	-10.17	0.0	-10.0
90	-10.23	0.0	-10.0
91	-10.23	0.0	-10.0
92	-10.23	0.0	-10.0
93	-10.2	0.0	-10.0
94	-10.16	0.0	-10.0
95	-10.22	0.0	-10.0
96	-10.18	0.0	-10.0
97	-4.01	7.0	-10.0
98	-10.17	0.0	-10.0
99	-10.27	0.0	-10.0
100	-10.16	0.0	-10.0
101	108.77	10.0	0.0
102	110.79	10.0	2.0
103	-10.2	1.0	-10.0
104	-11.07	0.0	-10.0
105	-10.19	0.0	-10.0
106	108.87	9.0	1.0
107	108.84	9.0	1.0
108	-9.98	1.0	-10.0
109	108.83	10.0	0.0
110	-10.17	0.0	-10.0
111	-10.16	0.0	-10.0
112	-10.16	0.0	-10.0
113	-10.16	0.0	-10.0
114	-10.18	0.0	-10.0
115	-10.26	0.0	-10.0
116	-10.16	0.0	-10.0
117	-10.19	0.0	-10.0
118	-10.23	0.0	-10.0
119	-10.31	0.0	-10.0
120	-10.18	0.0	-10.0
121	-10.19	0.0	-10.0
122	-10.22	0.0	-10.0
123	-10.18	0.0	-10.0
124	-10.34	0.0	-10.0
125	-10.2	0.0	-10.0
126	-10.28	0.0	-10.0
127	-10.21	0.0	-10.0
128	-1.17	10.0	-10.0
129	-10.16	0.0	-10.0
130	-10.15	0.0	-10.0
131	-10.19	0.0	-10.0
132	-10.19	0.0	-10.0
133	-10.17	0.0	-10.0
134	-10.02	1.0	-10.0
135	-10.17	0.0	-10.0
136	-11.06	0.0	-10.0
137	-10.21	0.0	-10.0
138	-10.24	0.0	-10.0
139	-4.09	6.0	-9.0
140	108.76	9.0	1.0
141	110.84	9.0	3.0
142	-9.98	1.0	-10.0
143	-10.16	0.0	-10.0
144	-10.22	0.0	-10.0
145	-10.26	0.0	-10.0
146	-10.16	0.0	-10.0
147	-10.19	0.0	-10.0
148	108.86	9.0	1.0
149	108.87	9.0	1.0
150	-10.18	0.0	-10.0
151	-10.26	0.0	-10.0
152	-2.99	7.0	-9.0
153	-10.21	0.0	-10.0
154	-10.21	0.0	-10.0
155	-10.21	0.0	-10.0
156	-10.29	0.0	-10.0
157	-10.21	0.0	-10.0
158	-0.13000000000000256	10.0	-9.0
159	-4.029999999999999	7.0	-10.0
160	108.86	9.0	1.0
161	-10.21	0.0	-10.0
