0	-10.38
1	-10.19
2	-10.19
3	-10.38
4	-10.2
5	-10.19
6	107.06
7	-10.17
8	-10.21
9	-10.19
10	-10.24
11	-10.21
12	-10.27
13	-10.19
14	-10.15
15	-10.23
16	-10.16
17	-10.16
18	-3.1899999999999995
19	-10.18
20	-10.37
21	-10.19
22	-4.120000000000001
23	-10.3
24	-10.18
25	108.83
26	-10.16
27	-10.21
28	109.8
29	-4.0
30	-10.16
31	-10.18
32	-10.27
33	-10.25
34	-10.17
35	-10.18
36	-10.27
37	-10.27
38	-10.19
39	109.58
40	-4.04
41	-10.17
42	-7.4799999999999995
43	-10.15
44	-10.19
45	-10.19
46	-10.22
47	-10.23
48	-10.18
49	-10.21
50	-10.26
51	-11.63
52	-0.23000000000000043
53	109.82
54	-10.16
55	-10.22
56	-10.19
57	-10.16
58	-10.16
59	-10.18
60	-10.16
61	-10.25
62	-10.2
63	-10.19
64	-10.22
65	-10.19
66	-10.28
67	-10.2
68	-10.3
69	-10.16
70	-10.3
71	-10.24
72	-10.26
73	-10.18
74	-10.16
75	-1.2200000000000006
76	-10.18
77	-10.18
78	-10.18
79	-10.24
80	-10.18
81	-10.37
82	-10.24
83	-10.18
84	-10.22
85	-10.26
86	-10.2
87	-10.24
88	-10.16
