#Episode	Reward
0	-10.58	0.0	-10.0
1	-10.21	0.0	-10.0
2	-10.28	0.0	-10.0
3	-10.28	0.0	-10.0
4	-10.22	0.0	-10.0
5	-10.19	0.0	-10.0
6	-10.31	0.0	-10.0
7	-10.19	0.0	-10.0
8	-10.19	0.0	-10.0
9	-10.19	0.0	-10.0
10	-10.18	0.0	-10.0
11	109.57	10.0	1.0
12	-10.15	0.0	-10.0
13	-10.16	0.0	-10.0
14	-10.36	0.0	-10.0
15	-10.33	0.0	-10.0
16	-8.38	3.0	-10.0
17	-10.2	0.0	-10.0
18	-10.19	0.0	-10.0
19	-10.3	0.0	-10.0
20	-10.21	0.0	-10.0
21	-10.23	0.0	-10.0
22	-10.18	0.0	-10.0
23	-10.21	0.0	-10.0
24	-10.18	0.0	-10.0
25	-10.19	0.0	-10.0
26	-10.24	0.0	-10.0
27	-10.3	0.0	-10.0
28	-4.21	6.0	-9.0
29	-10.16	0.0	-10.0
30	-7.22	4.0	-10.0
31	-10.22	0.0	-10.0
32	1.790000000000001	11.0	-8.0
33	-10.18	0.0	-10.0
34	-10.19	0.0	-10.0
35	-10.26	0.0	-10.0
36	108.69	9.0	1.0
37	-10.18	0.0	-10.0
38	-10.15	0.0	-10.0
39	-10.26	0.0	-10.0
40	-11.03	0.0	-10.0
41	-10.2	0.0	-10.0
42	-10.21	0.0	-10.0
43	-10.25	0.0	-10.0
44	-10.16	0.0	-10.0
45	-10.26	0.0	-10.0
46	-3.0999999999999996	8.0	-10.0
47	-10.16	0.0	-10.0
48	-10.16	0.0	-10.0
49	109.69	11.0	0.0
50	-9.99	1.0	-10.0
51	-10.17	0.0	-10.0
52	-10.19	0.0	-10.0
53	-10.19	0.0	-10.0
54	-10.16	0.0	-10.0
55	-10.29	0.0	-10.0
56	-10.18	0.0	-10.0
57	-10.17	0.0	-10.0
58	-10.16	0.0	-10.0
59	-10.29	0.0	-10.0
60	-10.18	0.0	-10.0
61	-10.24	0.0	-10.0
62	-10.24	0.0	-10.0
63	-10.22	0.0	-10.0
64	-11.06	0.0	-10.0
65	-10.21	0.0	-10.0
66	-10.17	0.0	-10.0
67	-10.27	0.0	-10.0
68	-10.16	0.0	-10.0
69	-7.42	3.0	-9.0
70	-10.19	0.0	-10.0
71	-10.2	0.0	-10.0
72	-10.17	0.0	-10.0
73	-10.16	0.0	-10.0
74	110.56	11.0	1.0
75	-5.99	5.0	-10.0
76	-10.17	0.0	-10.0
77	-10.2	0.0	-10.0
78	-10.19	0.0	-10.0
79	-10.29	0.0	-10.0
80	-10.19	0.0	-10.0
81	-10.19	0.0	-10.0
82	-10.15	0.0	-10.0
83	-4.01	6.0	-9.0
84	-10.16	0.0	-10.0
85	108.77	9.0	1.0
86	-10.18	0.0	-10.0
87	-5.18	5.0	-9.0
88	-10.18	0.0	-10.0
89	-10.27	0.0	-10.0
90	-9.11	2.0	-10.0
91	-10.21	0.0	-10.0
92	-9.11	2.0	-10.0
93	-10.21	0.0	-10.0
94	-10.28	0.0	-10.0
95	-10.19	0.0	-10.0
96	-10.29	0.0	-10.0
97	-10.19	0.0	-10.0
98	-10.21	0.0	-10.0
99	-1.1400000000000006	10.0	-10.0
100	-10.2	0.0	-10.0
101	-10.2	0.0	-10.0
102	-10.23	0.0	-10.0
103	-10.2	0.0	-10.0
104	-10.21	0.0	-10.0
105	-10.19	0.0	-10.0
106	-10.25	0.0	-10.0
107	-10.16	0.0	-10.0
108	-10.19	0.0	-10.0
109	109.71000000000001	10.0	1.0
110	-10.32	0.0	-10.0
111	-10.25	0.0	-10.0
112	108.86	10.0	0.0
113	-10.03	1.0	-10.0
114	-10.18	0.0	-10.0
115	-10.22	0.0	-10.0
116	-10.16	0.0	-10.0
117	-10.18	0.0	-10.0
118	108.79	8.0	2.0
119	-3.05	8.0	-10.0
120	-10.18	0.0	-10.0
121	-10.3	0.0	-10.0
122	-10.21	0.0	-10.0
123	-10.17	0.0	-10.0
124	108.71000000000001	10.0	0.0
125	-10.2	0.0	-10.0
