#Run #Soar-Mod-RL #Sample_Agent
189 0.743500000000004  86.4276 
190 -1.237  86.508 
191 -1.30966666666667  88.9564 
192 -3.41683333333334  91.2342 
193 -1.68983333333333  93.5906 
194 -3.5735  95.8876 
195 -5.323  98.184 
196 -5.30566666666667  100.5122 
197 -5.18783333333333  100.2824 
198 -1.237  100.3906 
199 -1.40266666666667  100.4992 
200 0.579999999999999  98.2186 
201 4.51216666666667  95.938 
202 6.66783333333334  93.6768 
203 8.68116666666667  91.3362 
204 10.5468333333333  91.3136 
205 12.3338333333333  91.2912 
206 10.5193333333333  91.3488 
207 12.3108333333333  93.736 
208 10.3423333333333  96.0142 
209 16.2408333333333  95.905 
210 18.376  95.7956 
211 18.294  98.015 
212 20.0801666666667  100.2746 
213 15.9831666666667  100.2048 
214 15.9986666666667  97.9276 
215 13.9985  95.5908 
216 17.815  93.314 
217 17.8143333333333  91.0374 
218 15.8361666666667  88.7008 
219 9.9245  88.811 
220 5.77783333333334  88.9218 
221 3.62733333333333  86.7034 
222 1.50616666666667  86.6628 
223 1.49266666666667  89.0108 
224 3.47183333333334  91.2484 
225 7.26683333333334  93.5456 
226 5.28183333333334  95.7828 
227 5.3705  98.0194 
228 7.6015  100.316 
229 11.4951666666667  102.553 
230 15.4461666666667  104.79 
231 15.7135  107.027 
232 19.7946666666667  104.678 
233 23.7761666666667  102.3294 
234 21.965  100.1102 
235 18.2721666666667  97.8712 
236 16.275  95.522 
237 14.1885  93.3612 
238 11.9418333333333  91.2006 
239 8.04333333333332  91.2388 
240 4.11983333333332  91.2774 
241 4.00183333333332  91.3158 
242 1.94033333333333  93.7018 
243 1.9385  96.0884 
244 3.7685  98.3456 
245 3.95  100.6226 
246 7.91416666666667  103.0096 
247 15.7625  105.1482 
248 21.543  107.347 
249 29.122  107.347 
250 32.8203333333333  107.3466 
251 32.7915  107.346 
252 30.9228333333333  104.979 
253 28.9408333333333  102.7208 
254 26.9418333333333  102.6216 
255 30.5048333333333  102.602 
256 28.505  102.5828 
257 22.5066666666667  102.5444 
258 18.6048333333333  102.5048 
259 12.7895  100.1172 
260 11.242  97.7296 
261 11.437  95.5314 
262 13.4841666666667  95.7004 
263 13.6355  95.7792 
264 13.5555  93.4902 
265 11.7385  93.5298 
266 11.86  91.1606 
267 12.1146666666667  88.8714 
268 12.2346666666667  86.523 
269 14.4905  88.93 
270 16.4231666666667  91.3372 
271 18.2446666666667  93.5556 
272 18.232  95.7742 
273 22.0633333333333  97.9738 
274 24.1096666666667  100.3818 
275 26.2498333333333  100.4014 
276 26.2658333333333  102.8296 
277 26.0303333333333  105.2566 
278 26.0836666666667  107.6832 
279 25.9353333333333  107.7024 
280 27.6703333333333  107.7214 
281 29.7153333333333  107.7406 
282 31.6336666666667  107.679 
283 29.6216666666667  107.6972 
284 29.7036666666667  107.7152 
285 33.2296666666667  107.7138 
286 34.8085  107.7124 
287 34.7763333333333  107.711 
288 32.7395  107.7094 
289 28.8898333333333  107.708 
290 25.0706666666667  107.7074 
291 21.069  107.706 
292 17.1346666666667  107.7852 
293 15.1641666666667  107.7838 
294 15.0483333333333  107.7828 
295 13.0656666666667  107.7016 
296 13.3675  107.7006 
297 13.5201666666667  107.6996 
298 15.5053333333333  107.6986 
299 15.4193333333333  107.6182 
300 13.5408333333333  107.6172 
301 13.509  107.6168 
302 15.5418333333333  107.616 
303 15.6456666666667  107.6158 
304 15.8516666666667  107.6148 
305 10.1208333333333  107.6938 
306 10.0496666666667  107.6934 
307 10.1645  107.6928 
308 10.1776666666667  107.6134 
309 12.1438333333333  107.693 
310 17.9921666666667  107.692 
311 19.9945  105.2848 
312 18.0958333333333  105.1852 
313 19.8075  105.1658 
314 21.5355  105.147 
315 23.4513333333333  105.1276 
316 21.6898333333333  105.1076 
317 23.5875  105.0886 
318 25.555  105.1488 
319 27.521  105.1292 
320 27.4853333333333  102.7224 
321 25.3846666666667  102.8328 
322 27.2336666666667  100.6356 
323 27.5191666666667  98.2472 
324 23.6528333333333  98.2078 
325 25.8868333333333  98.0886 
326 25.6176666666667  98.049 
327 25.7033333333333  98.0088 
328 25.5516666666667  95.541 
329 23.5823333333333  93.2834 
330 17.7711666666667  95.6716 
331 19.7516666666667  97.9492 
332 19.6348333333333  100.2262 
333 19.5345  102.6148 
334 21.5368333333333  102.6546 
335 21.3838333333333  102.6944 
336 25.4855  102.734 
337 21.569  102.775 
338 17.8405  102.8542 
339 19.8433333333333  102.8318 
340 23.7218333333333  102.7902 
341 27.8408333333333  102.7478 
342 27.9591666666667  102.7062 
343 27.9423333333333  100.3176 
344 26.0116666666667  97.929 
345 28.1658333333333  95.6398 
346 24.1865  93.2712 
347 27.8703333333333  90.9014 
348 29.7861666666667  91.0702 
349 27.821  90.9612 
350 23.8385  88.6128 
351 15.858  88.6534 
352 11.8743333333333  88.6938 
353 9.88983333333334  88.7126 
354 7.83533333333334  88.7112 
355 1.68183333333334  88.8022 
356 1.67733333333334  88.893 
357 3.62233333333334  88.8724 
358 7.387  91.0902 
359 12.9458333333333  93.4772 
360 16.8816666666667  93.4772 
361 22.7296666666667  91.088 
362 32.6256666666667  88.7898 
363 34.5963333333333  88.7696 
364 34.7333333333333  91.1374 
365 38.7193333333333  93.3932 
366 36.7181666666667  95.5694 
367 30.9163333333333  95.5696 
368 29  93.1024 
369 21.4086666666667  90.8254 
370 23.5908333333333  90.7456 
371 21.5918333333333  90.6664 
372 15.5618333333333  90.725 
373 17.4745  90.725 
374 21.1566666666667  88.357 
375 21.1381666666667  85.9898 
376 21.1606666666667  83.8512 
377 25.0613333333333  83.8514 
378 26.8406666666667  83.931 
379 28.7546666666667  83.8206 
380 26.4168333333333  86.289 
381 24.7865  88.7772 
382 22.9726666666667  90.9572 
383 21.0896666666667  93.3462 
384 19.4048333333333  95.7356 
385 19.3051666666667  98.1242 
386 23.1513333333333  100.2842 
387 23.2363333333333  102.6926 
388 19.5898333333333  105.1018 
389 19.7881666666667  107.4908 
390 20.0771666666667  105.1022 
391 19.8248333333333  102.614 
392 19.7863333333333  100.2856 
393 17.7161666666667  97.8962 
394 19.5995  95.6956 
395 19.7348333333333  93.3058 
396 18.0463333333333  90.9362 
397 16.2143333333333  88.6582 
398 18.275  86.3402 
399 20.3405  83.9312 
400 18.4213333333333  86.2386 
401 20.3181666666667  88.7052 
402 24.015  91.0314 
403 26.1501666666667  93.398 
404 25.9953333333333  93.1292 
405 21.9921666666667  93.1296 
406 19.9428333333333  95.4792 
407 21.91  95.3282 
408 20.1191666666667  95.217 
409 18.3095  97.5842 
410 18.2941666666667  95.256 
411 16.6826666666667  92.8686 
412 17.1193333333333  88.321 
413 17.1743333333333  86.0634 
414 17.4621666666667  84.0328 
415 21.6098333333333  81.9222 
416 23.6468333333333  79.6124 
417 23.6648333333333  77.4118 
418 27.5421666666667  75.2112 
419 29.2018333333333  70.643 
420 29.3038333333333  68.5526 
421 31.0665  66.4416 
422 28.9481666666667  66.5508 
423 26.963  64.271 
424 26.7908333333333  64.2708 
425 28.4588333333333  64.2706 
426 30.1933333333333  64.418 
427 28.1258333333333  66.765 
428 23.8791666666667  66.7646 
429 19.864  66.8754 
430 17.611  69.0762 
431 17.427  69.0768 
432 17.5481666666667  69.0784 
433 19.5636666666667  69.1392 
434 17.8881666666667  69.14 
435 16.0563333333333  69.141 
436 14.4078333333333  66.904 
437 14.4913333333333  64.6676 
438 16.7416666666667  64.7784 
439 18.8931666666667  66.9778 
440 21.0281666666667  64.7774 
441 21.312  67.0156 
442 21.328  69.2532 
443 19.5125  71.491 
444 21.476  71.38 
445 21.4915  71.3992 
446 19.4413333333333  73.6972 
447 21.3533333333333  73.586 
448 21.365  73.6048 
449 21.2146666666667  71.4248 
450 19.228  73.644 
451 15.2616666666667  73.645 
452 17.4086666666667  71.4264 
453 19.2423333333333  69.148 
454 17.3636666666667  69.2778 
455 13.5488333333333  69.2776 
456 19.4963333333333  66.9988 
457 19.4158333333333  67.1286 
458 17.3865  66.9986 
459 17.3863333333333  71.435 
460 23.218  71.4132 
461 29.0668333333333  71.4312 
462 28.7696666666667  75.8684 
463 28.5368333333333  78.165 
464 30.2495  80.2344 
465 38.049  82.2436 
466 35.9203333333333  84.5402 
467 36.0551666666667  86.8376 
468 39.9233333333333  91.4846 
469 43.9236666666667  89.3642 
470 44.008  91.7024 
471 44.0085  91.7814 
472 40.1103333333333  89.434 
473 40.4111666666667  87.235 
474 42.3115  85.055 
475 42.2425  82.9352 
476 44.2228333333333  85.0562 
477 46.0033333333333  85.0374 
478 46.0173333333333  82.7988 
479 44.0346666666667  82.7604 
480 43.8986666666667  78.134 
481 41.899  75.8182 
482 45.78  76.0062 
483 47.4423333333334  75.7982 
484 45.4413333333333  78.1674 
485 45.5095  80.3274 
486 45.493  80.308 
487 45.5771666666667  82.4688 
488 45.3261666666667  84.6292 
489 45.2895  84.5896 
490 45.3406666666667  89.0982 
491 47.2386666666667  93.5356 
492 43.272  93.4958 
493 43.4925  95.9046 
494 45.4936666666667  98.0248 
495 45.442  98.2136 
496 43.4908333333333  98.2734 
497 43.511  98.2732 
498 43.7636666666667  96.073 
499 47.7965  96.073 
500 45.9363333333333  93.9136 
501 46.0556666666667  91.7136 
502 50.0055  91.7136 
503 49.9871666666667  91.7132 
504 51.8841666666666  89.5726 
505 47.9365  91.7726 
506 49.8711666666666  91.772 
507 49.8538333333333  91.771 
508 51.8343333333333  91.7708 
509 49.8386666666667  93.9104 
510 49.7188333333333  93.85 
511 47.8203333333333  96.0492 
512 43.852  96.0492 
513 43.8288333333333  96.0486 
514 39.9135  96.0486 
515 41.746  93.8482 
516 39.7613333333333  91.6278 
517 41.6913333333333  87.0788 
518 37.6938333333333  87.0764 
519 37.6601666666667  87.1144 
520 39.6446666666667  87.1716 
521 43.6431666666667  84.9498 
522 47.528  87.1276 
523 45.4835  89.2656 
524 45.4856666666667  89.243 
525 45.6725  91.4212 
526 47.6733333333333  91.3392 
527 45.7736666666667  93.6054 
528 45.7896666666667  93.5848 
529 45.7888333333333  91.383 
530 45.7883333333333  93.5024 
531 47.6685  93.5016 
532 47.668  91.3004 
533 47.6515  89.1392 
534 47.6671666666667  89.1386 
535 47.6485  86.9378 
536 49.6441666666666  86.9972 
537 49.6128333333333  86.93 
538 51.5961666666667  86.9912 
539 51.512  87.053 
540 47.528  82.5858 
541 47.5273333333333  84.8476 
542 47.6288333333333  82.5206 
543 49.6121666666667  84.7624 
544 51.4943333333333  84.6546 
545 51.5268333333333  82.4368 
546 51.529  80.3384 
547 51.529  80.5662 
548 51.5303333333333  78.1178 
549 53.5441666666667  78.039 
550 55.5443333333333  78.1488 
551 53.5466666666667  73.67 
552 53.5463333333333  73.7802 
553 53.4636666666667  69.3212 
554 53.5965  67.2312 
555 55.5641666666667  67.2312 
556 53.433  67.0718 
557 53.3476666666667  66.9734 
558 53.3931666666667  69.3626 
559 51.4638333333333  67.182 
560 55.4455  67.1614 
561 51.4498333333333  67.2008 
562 51.4491666666667  67.1406 
563 55.648  69.3406 
564 55.5123333333333  71.5408 
565 53.513  73.7606 
566 53.6466666666667  73.8008 
567 55.6455  71.5806 
568 53.6168333333333  69.3802 
569 49.6305  69.3204 
570 47.6471666666667  69.2506 
571 49.6448333333333  69.2512 
572 49.6626666666667  69.4104 
573 47.461  69.51 
574 45.6138333333333  69.5488 
575 45.6138333333333  71.7878 
576 45.613  76.1868 
577 43.6995  78.4458 
578 47.5785  80.5364 
579 47.6986666666667  82.8766 
580 47.6836666666666  85.2256 
581 47.5  85.1836 
582 45.4813333333333  87.3428 
583 43.5676666666667  87.3222 
584 45.4181666666667  89.5428 
585 45.2831666666667  89.563 
586 45.282  89.6236 
587 47.2643333333333  91.8242 
588 47.3505  91.9736 
589 53.0978333333333  91.9328 
590 53.0965  91.9328 
591 55.262  94.1932 
592 59.1105  96.3936 
593 59.0048333333333  98.573 
594 57.1195  96.3528 
595 61.2376666666667  94.1326 
596 65.2215  91.932 
597 67.1215  89.732 
598 67.14  87.5312 
599 67.259  87.5506 
600 71.2446666666667  87.5704 
601 73.2286666666667  87.5706 
602 73.3855  85.3702 
603 77.323  83.1112 
604 79.4288333333333  83.1106 
605 77.446  85.3302 
606 77.4468333333333  85.3304 
607 77.4803333333333  85.3298 
608 79.3466666666666  87.53 
609 79.3793333333333  87.5104 
610 79.174  87.4902 
611 75.1908333333333  87.4898 
612 75.3235  87.5092 
613 73.3601666666667  89.768 
614 73.2741666666667  91.9678 
615 71.189  91.948 
616 67.2385  91.967 
617 65.3391666666667  91.9866 
618 63.4878333333334  92.0058 
619 63.3708333333333  89.6556 
620 61.6088333333334  89.5942 
621 65.6428333333333  87.4128 
622 67.4386666666667  87.1842 
623 67.6878333333333  82.7654 
624 69.6033333333333  80.5638 
625 71.7375  80.582 
626 75.6533333333333  80.5608 
627 77.6705  80.56 
628 79.5878333333333  78.1912 
629 81.7046666666667  75.9712 
630 81.7391666666667  73.8126 
631 79.8246666666667  73.7742 
632 79.8256666666667  76.2016 
633 81.7421666666667  78.4388 
634 83.5916666666667  78.4586 
635 83.592  76.1788 
636 81.609  78.3786 
637 79.625  80.578 
638 77.6401666666667  80.7258 
639 75.6241666666667  87.4542 
640 75.6238333333334  91.8924 
641 75.5546666666667  94.0502 
642 73.7731666666667  91.8496 
643 73.6548333333333  91.8488 
644 71.8721666666667  89.4606 
645 71.688  87.1518 
646 69.6355  82.7512 
647 69.5858333333333  75.9028 
648 69.6875  73.534 
649 69.6356666666667  71.3152 
650 69.6335  64.6364 
651 71.5166666666667  62.476 
652 73.3988333333333  60.2356 
653 73.4165  57.996 
654 73.4153333333333  58.1434 
655 73.4638333333333  62.6912 
656 75.5506666666667  62.6118 
657 73.5688333333333  65.0196 
658 73.5166666666667  69.5872 
659 73.465  67.4252 
660 73.5343333333333  69.515 
661 71.5503333333333  69.3668 
662 69.5653333333333  67.1276 
663 69.5813333333333  69.3078 
664 71.6003333333333  67.0684 
665 73.618  62.5688 
666 75.6513333333333  60.3292 
667 79.5661666666667  60.3094 
668 81.6183333333333  58.0504 
669 83.638  55.8108 
670 85.5538333333334  55.8596 
671 87.5383333333333  53.768 
672 89.439  53.6588 
673 89.406  49.1302 
674 89.272  51.3322 
675 87.2893333333333  51.3942 
676 85.3053333333333  53.656 
677 83.3213333333333  55.8766 
678 81.3368333333333  58.1164 
679 77.353  62.4472 
680 73.3508333333333  62.5674 
681 69.2841666666667  64.8276 
682 69.3518333333333  71.5962 
683 67.368  71.5362 
684 63.4671666666667  69.3562 
685 63.434  67.1754 
686 65.4028333333333  64.9948 
687 67.3705  62.8144 
688 69.3216666666667  62.8538 
689 73.2223333333333  60.7826 
690 75.2241666666667  62.9824 
691 77.29  60.6132 
692 77.2893333333333  53.954 
693 77.425  56.3232 
694 79.562  60.7802 
695 81.5796666666667  65.2374 
696 79.4935  67.4346 
697 75.679  67.2658 
698 73.563  65.046 
699 73.6465  65.0462 
700 75.646  62.846 
701 77.6465  69.6148 
702 75.6995  74.0736 
703 75.5298333333333  74.1324 
704 75.4088333333333  74.0538 
705 73.291  73.9754 
706 73.3568333333333  74.0162 
707 77.1876666666667  71.816 
708 79.321  71.8162 
709 79.2535  74.016 
710 77.2361666666667  74.0156 
711 73.2545  69.6154 
712 73.2016666666667  69.6352 
713 75.2198333333334  69.6354 
714 75.2205  71.8946 
715 75.3206666666667  71.9538 
716 77.1235  74.1536 
717 75.039  76.522 
718 72.9208333333333  76.5214 
719 70.9875  76.521 
720 72.9713333333333  76.521 
721 76.936  78.7206 
722 78.9353333333333  78.7008 
723 77.0541666666666  78.7008 
724 77.056  76.501 
725 77.0571666666667  74.133 
726 73.309  69.6742 
727 73.3775  69.6942 
728 73.4795  69.714 
729 73.4623333333333  69.7336 
730 67.5281666666667  71.953 
731 61.526  69.7722 
732 57.543  69.8114 
733 55.4385  69.8296 
734 53.4535  72.0474 
735 53.4525  74.454 
736 55.4176666666667  78.9514 
737 57.4005  76.5622 
738 57.3661666666667  78.5738 
739 57.3315  76.3736 
740 61.2493333333333  76.3934 
741 67.2681666666667  80.7928 
742 71.2355  78.5726 
743 73.2876666666667  80.7728 
744 75.2715  76.1856 
745 75.271  76.1852 
746 75.2718333333333  75.997 
747 73.2865  80.3968 
748 73.2695  80.5854 
749 73.271  82.7862 
750 75.2881666666667  82.7862 
751 75.2538333333333  80.5878 
752 75.2538333333333  80.5884 
753 75.1398333333333  80.5894 
754 75.1058333333333  80.7782 
755 76.9676666666666  80.7596 
756 78.95  80.9286 
757 79.0193333333333  78.9176 
758 81.0533333333333  81.117 
759 83.0698333333333  78.9164 
760 83.0698333333333  76.6968 
761 81.1388333333333  76.6962 
762 79.1385  81.0962 
763 79.1678333333333  76.507 
764 77.2015  78.6858 
765 73.3393333333333  78.6644 
766 73.3395  80.8236 
767 75.2543333333333  80.8022 
768 75.2545  76.3018 
769 75.2556666666667  76.2608 
770 75.2558333333333  78.4196 
771 77.187  78.3786 
772 79.1875  76.1374 
773 81.189  78.4256 
774 83.2578333333333  78.4052 
775 87.2413333333333  76.126 
776 87.2413333333334  76.1256 
777 87.2423333333333  80.5054 
778 85.3266666666667  82.785 
779 83.3416666666667  87.185 
780 79.4766666666667  87.1852 
781 75.4936666666667  84.9858 
782 73.494  84.9862 
783 71.493  89.4464 
784 71.407  89.447 
785 69.4076666666667  89.5068 
786 67.407  87.3272 
787 65.407  82.928 
788 65.323  80.7082 
789 67.2898333333333  78.5082 
790 69.2076666666667  76.3082 
791 71.1433333333333  76.1598 
792 71.0931666666667  71.7414 
793 71.0445  67.3232 
794 69.081  65.1046 
795 67.0485  65.086 
796 67.0336666666667  60.6474 
797 67.0336666666667  60.6288 
798 69.0188333333333  62.83 
799 69.022  60.6116 
800 70.9541666666667  60.5934 
801 72.9865  60.7612 
802 75.0213333333333  60.6312 
803 77.056  58.3006 
804 79.0383333333333  60.5388 
805 83.0546666666667  60.5764 
806 83.1395  65.0144 
807 85.1245  67.2522 
808 85.124  67.2106 
809 85.123  69.2804 
810 83.2073333333333  71.439 
811 81.2243333333333  71.3802 
812 79.2403333333334  73.6896 
813 77.255  75.9198 
814 79.2228333333333  71.4414 
815 79.2243333333333  73.4742 
816 81.14  71.2754 
817 81.139  71.2762 
818 81.139  69.0774 
819 81.14  69.2668 
820 81.0878333333333  69.3472 
821 81.1026666666667  69.4068 
822 81.1705  69.4662 
823 83.1558333333333  71.7448 
824 83.1558333333333  74.0238 
825 83.1548333333333  71.9924 
826 83.0548333333333  71.992 
827 83.0558333333333  69.7916 
828 81.1401666666667  69.7912 
829 79.1551666666667  67.5704 
830 79.1386666666667  67.5696 
831 79.1235  67.5692 
832 80.9538333333333  69.7692 
833 78.9688333333333  67.5698 
834 78.9688333333334  67.5698 
835 78.9698333333334  69.7694 
836 79.0698333333333  69.7096 
837 77.1006666666667  71.9098 
838 77.0481666666667  71.9694 
839 77.083  71.9694 
840 77.0973333333333  69.7696 
841 77.1145  69.7694 
842 75.1495  67.4 
843 75.1658333333333  67.4012 
844 71.2845  65.143 
845 67.2823333333333  62.8848 
846 65.3138333333333  60.686 
847 63.364  58.4474 
848 63.364  58.3296 
849 63.3445  58.2718 
850 63.3453333333333  56.0138 
851 63.3433333333333  53.6454 
852 63.4416666666667  56.0726 
853 63.4258333333333  56.1692 
854 65.3231666666667  58.4658 
855 67.3403333333333  58.5624 
856 69.3088333333333  63.0588 
857 73.2278333333333  63.135 
858 75.196  65.4904 
859 77.1646666666667  65.527 
860 79.1338333333333  70.0228 
861 81.103  72.4288 
862 83.0555  72.2018 
863 85.039  74.4024 
864 86.9393333333333  76.6028 
865 88.8391666666667  76.6034 
866 88.8391666666667  76.6042 
867 88.8381666666667  76.3978 
868 86.889  76.3802 
869 86.89  76.4212 
870 86.89  76.4026 
871 86.889  80.7846 
872 86.889  78.7134 
873 86.89  76.434 
874 85.0245  74.0256 
875 85.1086666666667  76.1474 
876 85.1086666666667  75.959 
877 85.1096666666667  80.5064 
878 85.0895  78.265 
879 81.1691666666667  78.224 
880 77.2166666666667  75.9234 
881 77.2166666666667  71.4232 
882 77.2166666666667  73.6618 
883 77.2156666666667  71.3326 
884 79.1648333333333  69.2808 
885 79.1658333333333  66.9702 
886 79.1658333333333  64.8598 
887 77.2156666666667  62.6598 
888 79.1675  62.6594 
889 83.0878333333333  62.6592 
890 87.0403333333333  62.7186 
891 87.0245  60.4296 
892 84.9911666666667  55.9922 
893 85.008  60.5618 
894 85.008  64.813 
895 83.0578333333333  64.7932 
896 81.0721666666667  62.4834 
897 83.0218333333333  58.0458 
898 83.0393333333333  58.0286 
899 83.0383333333333  60.2114 
900 83.0383333333333  57.9944 
901 83.0551666666667  62.5838 
902 85.0885  64.8418 
903 83.156  62.661 
904 81.172  62.87 
905 81.1378333333333  62.8696 
906 83.1235  65.2392 
907 83.123  67.4378 
908 83.123  67.4162 
909 83.124  65.2538 
910 83.124  71.8914 
911 83.123  74.071 
912 81.1548333333333  78.4706 
913 79.1541666666667  80.4816 
914 79.1875  75.8132 
915 79.2016666666667  78.1236 
916 77.2325  78.0642 
917 75.2643333333333  80.285 
918 73.2951666666667  77.9162 
919 73.1766666666667  80.0754 
920 71.1926666666667  75.5752 
921 69.2096666666667  73.3336 
922 71.1783333333334  71.0728 
923 75.0946666666667  69.0008 
924 77.0453333333333  73.5886 
925 79.0155  73.606 
926 80.9846666666667  75.8436 
927 82.8358333333333  75.8612 
928 82.821  80.4488 
929 80.9555  75.9208 
930 82.94  78.2206 
931 84.923  76.0608 
932 84.9225  73.733 
933 84.9235  73.7926 
934 82.9555  73.8518 
935 82.954  73.912 
936 82.837  73.9524 
937 80.971  73.9926 
938 80.971  71.8524 
939 82.954  76.4402 
940 82.9535  76.3998 
941 82.9545  78.6202 
942 82.9386666666667  81.0082 
943 80.9043333333333  83.2282 
944 80.8368333333333  78.6408 
945 80.8696666666666  76.4008 
946 80.8696666666666  76.36 
